var_id	var_name	var_value	var_reduced_cost	db_strata_tofind	db_row_id_tofind	db_status
9019	xNGe_B,R,P,L,W,P,3	83.233373328	0.0	W_P_NG_E_0	2	good
9020	xNGe_B,R,P,L,W,P,4	83.2000799786688	0.0	W_P_NG_E_0	3	good
9021	xNGe_B,R,P,L,W,M,1	66.64	0.0	W_M_NG_E_0	0	good
9022	xNGe_B,R,P,L,W,M,2	66.613344	0.0	W_M_NG_E_0	1	good
9023	xNGe_B,R,P,L,W,M,3	66.5866986624	0.0	W_M_NG_E_0	2	good
9024	xNGe_B,R,P,L,W,M,4	66.56006398293503	0.0	W_M_NG_E_0	3	good
9029	xNGe_B,R,P,L,C,S,1	151.9	0.0	C_S_NG_E_0	0	good
9030	xNGe_B,R,P,L,C,S,2	151.83924000000002	0.0	C_S_NG_E_0	1	good
9031	xNGe_B,R,P,L,C,S,3	151.77850430400002	0.0	C_S_NG_E_0	2	good
9032	xNGe_B,R,P,L,C,S,4	151.71779290227843	0.0	C_S_NG_E_0	3	good
9085	xNGe_B,R,P,C,P,L,1	287.14	0.0	P_L_NG_E_0	0	good
9086	xNGe_B,R,P,C,P,L,2	287.025144	0.0	P_L_NG_E_0	1	good
9087	xNGe_B,R,P,C,P,L,3	286.91033394240003	0.0	P_L_NG_E_0	2	good
9088	xNGe_B,R,P,C,P,L,4	286.7955698088231	0.0	P_L_NG_E_0	3	good
9113	xNGe_B,R,P,C,C,S,1	384.16	0.0	C_S_NG_E_0	0	good
9114	xNGe_B,R,P,C,C,S,2	384.00633600000003	0.0	C_S_NG_E_0	1	good
9115	xNGe_B,R,P,C,C,S,3	383.85273346560007	0.0	C_S_NG_E_0	2	good
9116	xNGe_B,R,P,C,C,S,4	383.6991923722139	0.0	C_S_NG_E_0	3	good
9161	xNGe_B,R,P,R,D,M,1	337.12	0.0	D_M_NG_E_0	0	good
9162	xNGe_B,R,P,R,D,M,2	336.985152	0.0	D_M_NG_E_0	1	good
9163	xNGe_B,R,P,R,D,M,3	336.8503579392	0.0	D_M_NG_E_0	2	good
9164	xNGe_B,R,P,R,D,M,4	336.71561779602433	0.0	D_M_NG_E_0	3	good
9165	xNGe_B,R,P,R,D,L,1	1164.24	0.0	D_L_NG_E_0	0	good
9166	xNGe_B,R,P,R,D,L,2	1163.774304	0.0	D_L_NG_E_0	1	good
9167	xNGe_B,R,P,R,D,L,3	1163.3087942784	0.0	D_L_NG_E_0	2	good
9168	xNGe_B,R,P,R,D,L,4	1162.8434707606887	0.0	D_L_NG_E_0	3	good
9233	xNGe_B,N,N,L,W,M,1	330.26	0.0	W_M_NG_E_0	0	good
9234	xNGe_B,N,N,L,W,M,2	330.127896	0.0	W_M_NG_E_0	1	good
9235	xNGe_B,N,N,L,W,M,3	329.99584484160005	0.0	W_M_NG_E_0	2	good
9236	xNGe_B,N,N,L,W,M,4	329.8638465036634	0.0	W_M_NG_E_0	3	good
9237	xNGe_B,N,N,L,W,L,1	1121.12	0.0	W_L_NG_E_0	0	good
9238	xNGe_B,N,N,L,W,L,2	1120.671552	0.0	W_L_NG_E_0	1	good
9239	xNGe_B,N,N,L,W,L,3	1120.2232833792	0.0	W_L_NG_E_0	2	good
9240	xNGe_B,N,N,L,W,L,4	1119.7751940658484	0.0	W_L_NG_E_0	3	good
9241	xNGe_B,N,N,L,C,S,1	98.0	0.0	C_S_NG_E_0	0	good
9242	xNGe_B,N,N,L,C,S,2	97.9608	0.0	C_S_NG_E_0	1	good
9243	xNGe_B,N,N,L,C,S,3	97.92161568000002	0.0	C_S_NG_E_0	2	good
9244	xNGe_B,N,N,L,C,S,4	97.88244703372803	0.0	C_S_NG_E_0	3	good
9249	xNGe_B,N,N,L,C,L,1	1368.08	0.0	C_L_NG_E_0	0	good
9250	xNGe_B,N,N,L,C,L,2	1367.532768	0.0	C_L_NG_E_0	1	good
9251	xNGe_B,N,N,L,C,L,3	1366.9857548928	0.0	C_L_NG_E_0	2	good
9252	xNGe_B,N,N,L,C,L,4	1366.438960590843	0.0	C_L_NG_E_0	3	good
9253	xNGe_B,N,N,L,I,S,1	137.2	0.0	I_S_NG_E_0	0	good
9254	xNGe_B,N,N,L,I,S,2	137.14512	0.0	I_S_NG_E_0	1	good
9255	xNGe_B,N,N,L,I,S,3	137.090261952	0.0	I_S_NG_E_0	2	good
9256	xNGe_B,N,N,L,I,S,4	137.0354258472192	0.0	I_S_NG_E_0	3	good
9257	xNGe_B,N,N,L,I,M,1	212.66	0.0	I_M_NG_E_0	0	good
9258	xNGe_B,N,N,L,I,M,2	212.574936	0.0	I_M_NG_E_0	1	good
9259	xNGe_B,N,N,L,I,M,3	212.48990602560002	0.0	I_M_NG_E_0	2	good
9260	xNGe_B,N,N,L,I,M,4	212.4049100631898	0.0	I_M_NG_E_0	3	good
9261	xNGe_B,N,N,L,I,L,1	237.16	0.0	I_L_NG_E_0	0	good
9262	xNGe_B,N,N,L,I,L,2	237.065136	0.0	I_L_NG_E_0	1	good
9263	xNGe_B,N,N,L,I,L,3	236.9703099456	0.0	I_L_NG_E_0	2	good
9264	xNGe_B,N,N,L,I,L,4	236.8755218216218	0.0	I_L_NG_E_0	3	good
9265	xNGe_B,N,N,L,A,S,1	84.28	0.0	A_S_NG_E_0	0	good
9266	xNGe_B,N,N,L,A,S,2	84.246288	0.0	A_S_NG_E_0	1	good
9267	xNGe_B,N,N,L,A,S,3	84.2125894848	0.0	A_S_NG_E_0	2	good
9268	xNGe_B,N,N,L,A,S,4	84.17890444900608	0.0	A_S_NG_E_0	3	good
9269	xNGe_B,N,N,L,A,M,1	153.86	0.0	A_M_NG_E_0	0	good
9270	xNGe_B,N,N,L,A,M,2	153.79845600000002	0.0	A_M_NG_E_0	1	good
9271	xNGe_B,N,N,L,A,M,3	153.7369366176	0.0	A_M_NG_E_0	2	good
9272	xNGe_B,N,N,L,A,M,4	153.67544184295298	0.0	A_M_NG_E_0	3	good
9277	xNGe_B,N,N,L,L,M,1	73.5	0.0	L_M_NG_E_0	0	good
9278	xNGe_B,N,N,L,L,M,2	73.4706	0.0	L_M_NG_E_0	1	good
9279	xNGe_B,N,N,L,L,M,3	73.44121176	0.0	L_M_NG_E_0	2	good
9280	xNGe_B,N,N,L,L,M,4	73.411835275296	0.0	L_M_NG_E_0	3	good
9293	xNGe_B,N,N,C,D,S,1	82.32	0.0	D_S_NG_E_0	0	good
9294	xNGe_B,N,N,C,D,S,2	82.287072	0.0	D_S_NG_E_0	1	good
9295	xNGe_B,N,N,C,D,S,3	82.25415717119999	0.0	D_S_NG_E_0	2	good
9296	xNGe_B,N,N,C,D,S,4	82.22125550833151	0.0	D_S_NG_E_0	3	good
9297	xNGe_B,N,N,C,W,S,1	104.86	0.0	W_S_NG_E_0	0	good
9298	xNGe_B,N,N,C,W,S,2	104.818056	0.0	W_S_NG_E_0	1	good
9299	xNGe_B,N,N,C,W,S,3	104.77612877760001	0.0	W_S_NG_E_0	2	good
9300	xNGe_B,N,N,C,W,S,4	104.73421832608898	0.0	W_S_NG_E_0	3	good
9301	xNGe_B,N,N,C,W,P,1	303.8	0.0	W_P_NG_E_0	0	good
9302	xNGe_B,N,N,C,W,P,2	303.67848000000004	0.0	W_P_NG_E_0	1	good
9303	xNGe_B,N,N,C,W,P,3	303.55700860800005	0.0	W_P_NG_E_0	2	good
9304	xNGe_B,N,N,C,W,P,4	303.43558580455687	0.0	W_P_NG_E_0	3	good
9313	xNGe_B,N,N,C,I,M,1	59.78	0.0	I_M_NG_E_0	0	good
9314	xNGe_B,N,N,C,I,M,2	59.756088000000005	0.0	I_M_NG_E_0	1	good
9315	xNGe_B,N,N,C,I,M,3	59.732185564800005	0.0	I_M_NG_E_0	2	good
9316	xNGe_B,N,N,C,I,M,4	59.70829269057409	0.0	I_M_NG_E_0	3	good
9317	xNGe_B,N,N,C,I,L,1	242.06	0.0	I_L_NG_E_0	0	good
9318	xNGe_B,N,N,C,I,L,2	241.963176	0.0	I_L_NG_E_0	1	good
9319	xNGe_B,N,N,C,I,L,3	241.86639072960003	0.0	I_L_NG_E_0	2	good
9320	xNGe_B,N,N,C,I,L,4	241.7696441733082	0.0	I_L_NG_E_0	3	good
9321	xNGe_B,N,N,C,L,M,1	90.16	0.0	L_M_NG_E_0	0	good
9322	xNGe_B,N,N,C,L,M,2	90.123936	0.0	L_M_NG_E_0	1	good
9323	xNGe_B,N,N,C,L,M,3	90.0878864256	0.0	L_M_NG_E_0	2	good
9324	xNGe_B,N,N,C,L,M,4	90.05185127102976	0.0	L_M_NG_E_0	3	good
9325	xNGe_B,N,N,C,L,L,1	177.38	0.0	L_L_NG_E_0	0	good
9326	xNGe_B,N,N,C,L,L,2	177.309048	0.0	L_L_NG_E_0	1	good
9327	xNGe_B,N,N,C,L,L,3	177.2381243808	0.0	L_L_NG_E_0	2	good
9328	xNGe_B,N,N,C,L,L,4	177.1672291310477	0.0	L_L_NG_E_0	3	good
9329	xNGe_B,N,N,R,P,L,1	113.68	0.0	P_L_NG_E_0	0	good
9330	xNGe_B,N,N,R,P,L,2	113.63452800000002	0.0	P_L_NG_E_0	1	good
9331	xNGe_B,N,N,R,P,L,3	113.58907418880003	0.0	P_L_NG_E_0	2	good
9332	xNGe_B,N,N,R,P,L,4	113.54363855912452	0.0	P_L_NG_E_0	3	good
9333	xNGe_B,N,N,R,D,L,1	75.46	0.0	D_L_NG_E_0	0	good
9334	xNGe_B,N,N,R,D,L,2	75.429816	0.0	D_L_NG_E_0	1	good
9335	xNGe_B,N,N,R,D,L,3	75.3996440736	0.0	D_L_NG_E_0	2	good
9336	xNGe_B,N,N,R,D,L,4	75.36948421597056	0.0	D_L_NG_E_0	3	good
9337	xNGe_B,N,N,R,W,P,1	66.64	0.0	W_P_NG_E_0	0	good
9338	xNGe_B,N,N,R,W,P,2	66.613344	0.0	W_P_NG_E_0	1	good
9339	xNGe_B,N,N,R,W,P,3	66.5866986624	0.0	W_P_NG_E_0	2	good
9340	xNGe_B,N,N,R,W,P,4	66.56006398293503	0.0	W_P_NG_E_0	3	good
9341	xNGe_B,N,N,R,W,M,1	285.18	0.0	W_M_NG_E_0	0	good
9342	xNGe_B,N,N,R,W,M,2	285.06592800000004	0.0	W_M_NG_E_0	1	good
9343	xNGe_B,N,N,R,W,M,3	284.95190162880004	0.0	W_M_NG_E_0	2	good
9344	xNGe_B,N,N,R,W,M,4	284.83792086814856	0.0	W_M_NG_E_0	3	good
9357	xNGe_B,N,O,H,W,L,1	281.26	0.0	W_L_NG_E_0	0	good
9358	xNGe_B,N,O,H,W,L,2	281.147496	0.0	W_L_NG_E_0	1	good
9359	xNGe_B,N,O,H,W,L,3	281.0350370016	0.0	W_L_NG_E_0	2	good
9360	xNGe_B,N,O,H,W,L,4	280.9226229867994	0.0	W_L_NG_E_0	3	good
9361	xNGe_B,N,O,H,C,M,1	130.34	0.0	C_M_NG_E_0	0	good
9362	xNGe_B,N,O,H,C,M,2	130.287864	0.0	C_M_NG_E_0	1	good
9363	xNGe_B,N,O,H,C,M,3	130.23574885440001	0.0	C_M_NG_E_0	2	good
9364	xNGe_B,N,O,H,C,M,4	130.18365455485826	0.0	C_M_NG_E_0	3	good
9369	xNGe_B,N,O,R,P,L,1	124.46	0.0	P_L_NG_E_0	0	good
9370	xNGe_B,N,O,R,P,L,2	124.410216	0.0	P_L_NG_E_0	1	good
9371	xNGe_B,N,O,R,P,L,3	124.36045191360002	0.0	P_L_NG_E_0	2	good
9372	xNGe_B,N,O,R,P,L,4	124.31070773283459	0.0	P_L_NG_E_0	3	good
9373	xNGe_B,N,O,R,D,M,1	88.2	0.0	D_M_NG_E_0	0	good
9374	xNGe_B,N,O,R,D,M,2	88.16472	0.0	D_M_NG_E_0	1	good
9375	xNGe_B,N,O,R,D,M,3	88.129454112	0.0	D_M_NG_E_0	2	good
9376	xNGe_B,N,O,R,D,M,4	88.0942023303552	0.0	D_M_NG_E_0	3	good
9377	xNGe_B,N,O,R,D,L,1	167.58	0.0	D_L_NG_E_0	0	good
9378	xNGe_B,N,O,R,D,L,2	167.51296800000003	0.0	D_L_NG_E_0	1	good
9379	xNGe_B,N,O,R,D,L,3	167.44596281280005	0.0	D_L_NG_E_0	2	good
9380	xNGe_B,N,O,R,D,L,4	167.37898442767494	0.0	D_L_NG_E_0	3	good
9381	xNGe_B,N,O,R,W,P,1	68.6	0.0	W_P_NG_E_0	0	good
9382	xNGe_B,N,O,R,W,P,2	68.57256	0.0	W_P_NG_E_0	1	good
9383	xNGe_B,N,O,R,W,P,3	68.545130976	0.0	W_P_NG_E_0	2	good
9384	xNGe_B,N,O,R,W,P,4	68.5177129236096	0.0	W_P_NG_E_0	3	good
9385	xNGe_B,N,O,R,W,M,1	158.76	0.0	W_M_NG_E_0	0	good
9386	xNGe_B,N,O,R,W,M,2	158.696496	0.0	W_M_NG_E_0	1	good
9387	xNGe_B,N,O,R,W,M,3	158.6330174016	0.0	W_M_NG_E_0	2	good
9388	xNGe_B,N,O,R,W,M,4	158.56956419463936	0.0	W_M_NG_E_0	3	good
9401	xNGe_B,N,P,H,W,M,1	88.2	0.0	W_M_NG_E_0	0	good
9402	xNGe_B,N,P,H,W,M,2	88.16472	0.0	W_M_NG_E_0	1	good
9403	xNGe_B,N,P,H,W,M,3	88.129454112	0.0	W_M_NG_E_0	2	good
9404	xNGe_B,N,P,H,W,M,4	88.0942023303552	0.0	W_M_NG_E_0	3	good
9405	xNGe_B,N,P,H,W,L,1	240.1	0.0	W_L_NG_E_0	0	good
9406	xNGe_B,N,P,H,W,L,2	240.00396	0.0	W_L_NG_E_0	1	good
9407	xNGe_B,N,P,H,W,L,3	239.907958416	0.0	W_L_NG_E_0	2	good
9408	xNGe_B,N,P,H,W,L,4	239.81199523263362	0.0	W_L_NG_E_0	3	good
9409	xNGe_B,N,P,H,C,P,1	54.88	0.0	C_P_NG_E_0	0	good
9410	xNGe_B,N,P,H,C,P,2	54.858048000000004	0.0	C_P_NG_E_0	1	good
9411	xNGe_B,N,P,H,C,P,3	54.83610478080001	0.0	C_P_NG_E_0	2	good
9412	xNGe_B,N,P,H,C,P,4	54.81417033888769	0.0	C_P_NG_E_0	3	good
9413	xNGe_B,N,P,H,C,M,1	132.3	0.0	C_M_NG_E_0	0	good
9414	xNGe_B,N,P,H,C,M,2	132.24708	0.0	C_M_NG_E_0	1	good
9415	xNGe_B,N,P,H,C,M,3	132.19418116800003	0.0	C_M_NG_E_0	2	good
9416	xNGe_B,N,P,H,C,M,4	132.14130349553284	0.0	C_M_NG_E_0	3	good
9449	xNGe_B,N,P,R,C,M,1	316.54	0.0	C_M_NG_E_0	0	good
9450	xNGe_B,N,P,R,C,M,2	316.413384	0.0	C_M_NG_E_0	1	good
9451	xNGe_B,N,P,R,C,M,3	316.28681864640004	0.0	C_M_NG_E_0	2	good
9452	xNGe_B,N,P,R,C,M,4	316.1603039189415	0.0	C_M_NG_E_0	3	good
9461	xNGe_B,N,S,H,W,S,1	210.7	0.0	W_S_NG_E_0	0	good
9462	xNGe_B,N,S,H,W,S,2	210.61572	0.0	W_S_NG_E_0	1	good
9463	xNGe_B,N,S,H,W,S,3	210.531473712	0.0	W_S_NG_E_0	2	good
9464	xNGe_B,N,S,H,W,S,4	210.44726112251521	0.0	W_S_NG_E_0	3	good
9477	xNGe_B,N,S,H,C,S,1	106.82	0.0	C_S_NG_E_0	0	good
9478	xNGe_B,N,S,H,C,S,2	106.777272	0.0	C_S_NG_E_0	1	good
9479	xNGe_B,N,S,H,C,S,3	106.7345610912	0.0	C_S_NG_E_0	2	good
9480	xNGe_B,N,S,H,C,S,4	106.69186726676354	0.0	C_S_NG_E_0	3	good
9513	xNGe_B,N,S,R,D,L,1	485.1	0.0	D_L_NG_E_0	0	good
9514	xNGe_B,N,S,R,D,L,2	484.90596000000005	0.0	D_L_NG_E_0	1	good
9515	xNGe_B,N,S,R,D,L,3	484.7119976160001	0.0	D_L_NG_E_0	2	good
9516	xNGe_B,N,S,R,D,L,4	484.5181128169537	0.0	D_L_NG_E_0	3	good
9609	xNGe_U,R,P,R,C,L,1	943.74	0.0	C_L_NG_E_0	0	good
9610	xNGe_U,R,P,R,C,L,2	943.3625040000001	0.0	C_L_NG_E_0	1	good
9611	xNGe_U,R,P,R,C,L,3	942.9851589984002	0.0	C_L_NG_E_0	2	good
9612	xNGe_U,R,P,R,C,L,4	942.6079649348009	0.0	C_L_NG_E_0	3	good
9629	xNGe_U,N,N,R,C,L,1	241.08	0.0	C_L_NG_E_0	0	good
9630	xNGe_U,N,N,R,C,L,2	240.98356800000002	0.0	C_L_NG_E_0	1	good
9631	xNGe_U,N,N,R,C,L,3	240.88717457280003	0.0	C_L_NG_E_0	2	good
9632	xNGe_U,N,N,R,C,L,4	240.79081970297094	0.0	C_L_NG_E_0	3	good
9745	xNGe_U,N,S,R,W,P,1	163.66	0.0	W_P_NG_E_0	0	good
9746	xNGe_U,N,S,R,W,P,2	163.594536	0.0	W_P_NG_E_0	1	good
9747	xNGe_U,N,S,R,W,P,3	163.52909818560002	0.0	W_P_NG_E_0	2	good
9748	xNGe_U,N,S,R,W,P,4	163.4636865463258	0.0	W_P_NG_E_0	3	good
9749	xNGe_U,N,S,R,W,M,1	325.36	0.0	W_M_NG_E_0	0	good
9750	xNGe_U,N,S,R,W,M,2	325.22985600000004	0.0	W_M_NG_E_0	1	good
9751	xNGe_U,N,S,R,W,M,3	325.09976405760005	0.0	W_M_NG_E_0	2	good
9752	xNGe_U,N,S,R,W,M,4	324.969724151977	0.0	W_M_NG_E_0	3	good
9753	xNGe_U,N,S,R,W,L,1	2901.78	0.0	W_L_NG_E_0	0	good
9754	xNGe_U,N,S,R,W,L,2	2900.6192880000003	0.0	W_L_NG_E_0	1	good
9755	xNGe_U,N,S,R,W,L,3	2899.4590402848003	0.0	W_L_NG_E_0	2	good
9756	xNGe_U,N,S,R,W,L,4	2898.2992566686867	0.0	W_L_NG_E_0	3	good
9757	xNGe_U,N,S,R,C,S,1	284.2	0.0	C_S_NG_E_0	0	good
9758	xNGe_U,N,S,R,C,S,2	284.08632	0.0	C_S_NG_E_0	1	good
9759	xNGe_U,N,S,R,C,S,3	283.972685472	0.0	C_S_NG_E_0	2	good
9760	xNGe_U,N,S,R,C,S,4	283.85909639781124	0.0	C_S_NG_E_0	3	good
9761	xNGe_U,N,S,R,C,P,1	254.8	0.0	C_P_NG_E_0	0	good
9762	xNGe_U,N,S,R,C,P,2	254.69808000000003	0.0	C_P_NG_E_0	1	good
9763	xNGe_U,N,S,R,C,P,3	254.59620076800005	0.0	C_P_NG_E_0	2	good
9764	xNGe_U,N,S,R,C,P,4	254.49436228769287	0.0	C_P_NG_E_0	3	good
9765	xNGe_U,N,S,R,C,M,1	585.06	0.0	C_M_NG_E_0	0	good
9766	xNGe_U,N,S,R,C,M,2	584.825976	0.0	C_M_NG_E_0	1	good
9767	xNGe_U,N,S,R,C,M,3	584.5920456096	0.0	C_M_NG_E_0	2	good
9768	xNGe_U,N,S,R,C,M,4	584.3582087913561	0.0	C_M_NG_E_0	3	good
9773	xNGe_U,N,S,R,A,S,1	83.3	0.0	A_S_NG_E_0	0	good
9774	xNGe_U,N,S,R,A,S,2	83.26668	0.0	A_S_NG_E_0	1	good
9775	xNGe_U,N,S,R,A,S,3	83.233373328	0.0	A_S_NG_E_0	2	good
9776	xNGe_U,N,S,R,A,S,4	83.2000799786688	0.0	A_S_NG_E_0	3	good
9777	xNGe_U,N,S,R,A,L,1	73.5	0.0	A_L_NG_E_0	0	good
9778	xNGe_U,N,S,R,A,L,2	73.4706	0.0	A_L_NG_E_0	1	good
9779	xNGe_U,N,S,R,A,L,3	73.44121176	0.0	A_L_NG_E_0	2	good
9780	xNGe_U,N,S,R,A,L,4	73.411835275296	0.0	A_L_NG_E_0	3	good
9781	xNGe_U,N,S,R,L,L,1	187.18	0.0	L_L_NG_E_0	0	good
9782	xNGe_U,N,S,R,L,L,2	187.105128	0.0	L_L_NG_E_0	1	good
9783	xNGe_U,N,S,R,L,L,3	187.0302859488	0.0	L_L_NG_E_0	2	good
9784	xNGe_U,N,S,R,L,L,4	186.9554738344205	0.0	L_L_NG_E_0	3	good
9789	xNGe_K,R,N,L,P,L,1	201.88	0.0	P_L_NG_E_0	0	good
9790	xNGe_K,R,N,L,P,L,2	201.799248	0.0	P_L_NG_E_0	1	good
9791	xNGe_K,R,N,L,P,L,3	201.71852830080002	0.0	P_L_NG_E_0	2	good
9792	xNGe_K,R,N,L,P,L,4	201.63784088947972	0.0	P_L_NG_E_0	3	good
9793	xNGe_K,R,N,L,D,M,1	156.8	0.0	D_M_NG_E_0	0	good
9794	xNGe_K,R,N,L,D,M,2	156.73728000000003	0.0	D_M_NG_E_0	1	good
9795	xNGe_K,R,N,L,D,M,3	156.67458508800004	0.0	D_M_NG_E_0	2	good
9796	xNGe_K,R,N,L,D,M,4	156.61191525396484	0.0	D_M_NG_E_0	3	good
9797	xNGe_K,R,N,L,D,L,1	172.48	0.0	D_L_NG_E_0	0	good
9798	xNGe_K,R,N,L,D,L,2	172.411008	0.0	D_L_NG_E_0	1	good
9799	xNGe_K,R,N,L,D,L,3	172.3420435968	0.0	D_L_NG_E_0	2	good
9800	xNGe_K,R,N,L,D,L,4	172.27310677936129	0.0	D_L_NG_E_0	3	good
