index	name	value	reduced_cost
306	x_B,R,O,L,C,L,4	1.95	0.0
307	x_B,R,O,H,C,L,0	162.96	0.0
311	x_B,R,O,H,C,L,4	5.04	0.0
314	x_B,R,O,C,P,L,2	80.51	0.0
316	x_B,R,O,C,P,L,4	2.49	0.0
317	x_B,R,O,C,D,L,0	124.16	0.0
321	x_B,R,O,C,D,L,4	3.84	0.0
322	x_B,R,O,C,W,M,0	64.02	0.0
326	x_B,R,O,C,W,M,4	1.98	0.0
327	x_B,R,O,C,W,L,0	324.95	0.0
331	x_B,R,O,C,W,L,4	10.05	0.0
332	x_B,R,O,C,C,S,0	75.66	0.0
336	x_B,R,O,C,C,S,4	2.34	0.0
337	x_B,R,O,C,C,M,0	49.47	0.0
341	x_B,R,O,C,C,M,4	1.53	0.0
342	x_B,R,O,C,C,L,0	301.67	0.0
346	x_B,R,O,C,C,L,4	9.33	0.0
349	x_B,R,O,R,P,L,2	79.54	0.0
351	x_B,R,O,R,P,L,4	2.46	0.0
352	x_B,R,O,R,D,L,0	240.56	0.0
356	x_B,R,O,R,D,L,4	7.44	0.0
357	x_B,R,O,R,W,S,0	58.2	0.0
361	x_B,R,O,R,W,S,4	1.8	0.0
362	x_B,R,O,R,W,P,0	61.11	0.0
366	x_B,R,O,R,W,P,4	1.89	0.0
367	x_B,R,O,R,W,M,0	238.62	0.0
371	x_B,R,O,R,W,M,4	7.38	0.0
373	x_B,R,O,R,W,L,1	1229.96	0.0
376	x_B,R,O,R,W,L,4	38.04	0.0
377	x_B,R,O,R,C,S,0	56.26	0.0
381	x_B,R,O,R,C,S,4	1.74	0.0
382	x_B,R,O,R,C,P,0	67.9	0.0
386	x_B,R,O,R,C,P,4	2.1	0.0
387	x_B,R,O,R,C,M,0	349.2	0.0
391	x_B,R,O,R,C,M,4	10.8	0.0
392	x_B,R,O,R,C,L,0	1562.67	0.0
396	x_B,R,O,R,C,L,4	48.33	0.0
397	x_B,R,O,R,N,N,0	86.0	0.0
402	x_B,R,P,L,W,S,0	134.83	0.0
406	x_B,R,P,L,W,S,4	4.17	0.0
407	x_B,R,P,L,W,P,0	82.45	0.0
411	x_B,R,P,L,W,P,4	2.55	0.0
412	x_B,R,P,L,W,M,0	65.96	0.0
416	x_B,R,P,L,W,M,4	2.04	0.0
418	x_B,R,P,L,W,L,1	411.28	0.0
421	x_B,R,P,L,W,L,4	12.72	0.0
422	x_B,R,P,L,C,S,0	150.35	0.0
426	x_B,R,P,L,C,S,4	4.65	0.0
427	x_B,R,P,L,C,P,0	51.41	0.0
431	x_B,R,P,L,C,P,4	1.59	0.0
432	x_B,R,P,L,C,M,0	82.45	0.0
436	x_B,R,P,L,C,M,4	2.55	0.0
437	x_B,R,P,L,C,L,0	456.87	0.0
441	x_B,R,P,L,C,L,4	14.13	0.0
442	x_B,R,P,L,I,L,0	69.84	0.0
446	x_B,R,P,L,I,L,4	2.16	0.0
447	x_B,R,P,L,A,M,0	74.69	0.0
451	x_B,R,P,L,A,M,4	2.31	0.0
452	x_B,R,P,L,A,L,0	82.45	0.0
456	x_B,R,P,L,A,L,4	2.55	0.0
457	x_B,R,P,H,W,P,0	73.72	0.0
461	x_B,R,P,H,W,P,4	2.28	0.0
462	x_B,R,P,H,W,M,0	196.91	0.0
466	x_B,R,P,H,W,M,4	6.09	0.0
467	x_B,R,P,H,W,L,0	314.28	0.0
471	x_B,R,P,H,W,L,4	9.72	0.0
473	x_B,R,P,H,C,M,1	323.01	0.0
476	x_B,R,P,H,C,M,4	9.99	0.0
477	x_B,R,P,H,C,L,0	624.68	0.0
481	x_B,R,P,H,C,L,4	19.32	0.0
482	x_B,R,P,H,L,L,0	75.05	0.0
486	x_B,R,P,H,L,L,4	3.95	0.0
487	x_B,R,P,C,P,S,0	50.35	0.0
491	x_B,R,P,C,P,S,4	2.65	0.0
492	x_B,R,P,C,P,L,0	284.21	0.0
496	x_B,R,P,C,P,L,4	8.79	0.0
497	x_B,R,P,C,D,S,0	64.99	0.0
501	x_B,R,P,C,D,S,4	2.01	0.0
502	x_B,R,P,C,D,L,0	210.49	0.0
506	x_B,R,P,C,D,L,4	6.51	0.0
508	x_B,R,P,C,W,S,1	450.08	0.0
511	x_B,R,P,C,W,S,4	13.92	0.0
513	x_B,R,P,C,W,P,1	268.69	0.0
516	x_B,R,P,C,W,P,4	8.31	0.0
518	x_B,R,P,C,W,M,1	155.2	0.0
521	x_B,R,P,C,W,M,4	4.8	0.0
522	x_B,R,P,C,W,L,0	1131.99	0.0
526	x_B,R,P,C,W,L,4	35.01	0.0
528	x_B,R,P,C,C,S,1	380.24	0.0
531	x_B,R,P,C,C,S,4	11.76	0.0
533	x_B,R,P,C,C,P,1	62.08	0.0
536	x_B,R,P,C,C,P,4	1.92	0.0
539	x_B,R,P,C,C,M,2	212.43	0.0
541	x_B,R,P,C,C,M,4	6.57	0.0
542	x_B,R,P,C,C,L,0	1024.32	0.0
546	x_B,R,P,C,C,L,4	31.68	0.0
549	x_B,R,P,C,I,S,2	59.17	0.0
551	x_B,R,P,C,I,S,4	1.83	0.0
553	x_B,R,P,C,I,L,1	161.99	0.0
556	x_B,R,P,C,I,L,4	5.01	0.0
558	x_B,R,P,C,A,S,1	74.69	0.0
561	x_B,R,P,C,A,S,4	2.31	0.0
563	x_B,R,P,C,A,L,1	83.42	0.0
566	x_B,R,P,C,A,L,4	2.58	0.0
568	x_B,R,P,C,N,N,1	123.0	0.0
575	x_B,R,P,R,P,S,3	54.15	0.0
576	x_B,R,P,R,P,S,4	2.85	0.0
580	x_B,R,P,R,P,P,3	67.9	0.0
581	x_B,R,P,R,P,P,4	2.1	0.0
584	x_B,R,P,R,P,M,2	157.14	0.0
586	x_B,R,P,R,P,M,4	4.86	0.0
589	x_B,R,P,R,P,L,2	466.57	0.0
591	x_B,R,P,R,P,L,4	14.43	0.0
593	x_B,R,P,R,D,S,1	268.69	0.0
596	x_B,R,P,R,D,S,4	8.31	0.0
598	x_B,R,P,R,D,P,1	133.86	0.0
601	x_B,R,P,R,D,P,4	4.14	0.0
603	x_B,R,P,R,D,M,1	333.68	0.0
606	x_B,R,P,R,D,M,4	10.32	0.0
609	x_B,R,P,R,D,L,2	1152.36	0.0
611	x_B,R,P,R,D,L,4	35.64	0.0
614	x_B,R,P,R,W,S,2	537.38	0.0
616	x_B,R,P,R,W,S,4	16.62	0.0
618	x_B,R,P,R,W,P,1	361.81	0.0
621	x_B,R,P,R,W,P,4	11.19	0.0
622	x_B,R,P,R,W,M,0	1690.71	0.0
626	x_B,R,P,R,W,M,4	52.29	0.0
628	x_B,R,P,R,W,L,1	5118.69	0.0
631	x_B,R,P,R,W,L,4	158.31	0.0
632	x_B,R,P,R,C,S,0	387.03	0.0
636	x_B,R,P,R,C,S,4	11.97	0.0
637	x_B,R,P,R,C,P,0	382.18	0.0
641	x_B,R,P,R,C,P,4	11.82	0.0
642	x_B,R,P,R,C,M,0	2529.76	0.0
646	x_B,R,P,R,C,M,4	78.24	0.0
647	x_B,R,P,R,C,L,0	7360.36	0.0
651	x_B,R,P,R,C,L,4	227.64	0.0
652	x_B,R,P,R,I,P,0	53.35	0.0
656	x_B,R,P,R,I,P,4	1.65	0.0
657	x_B,R,P,R,I,L,0	89.24	0.0
661	x_B,R,P,R,I,L,4	2.76	0.0
662	x_B,R,P,R,A,L,0	50.44	0.0
666	x_B,R,P,R,A,L,4	1.56	0.0
667	x_B,R,P,R,L,L,0	76.95	0.0
671	x_B,R,P,R,L,L,4	4.05	0.0
672	x_B,R,P,R,N,N,0	166.0	0.0
679	x_B,N,N,L,P,L,2	89.24	0.0
681	x_B,N,N,L,P,L,4	2.76	0.0
682	x_B,N,N,L,D,L,0	56.26	0.0
686	x_B,N,N,L,D,L,4	1.74	0.0
687	x_B,N,N,L,W,S,0	72.75	0.0
691	x_B,N,N,L,W,S,4	2.25	0.0
692	x_B,N,N,L,W,P,0	62.08	0.0
696	x_B,N,N,L,W,P,4	1.92	0.0
697	x_B,N,N,L,W,M,0	326.89	0.0
701	x_B,N,N,L,W,M,4	10.11	0.0
702	x_B,N,N,L,W,L,0	1109.68	0.0
706	x_B,N,N,L,W,L,4	34.32	0.0
707	x_B,N,N,L,C,S,0	97.0	0.0
711	x_B,N,N,L,C,S,4	3.0	0.0
712	x_B,N,N,L,C,M,0	384.12	0.0
716	x_B,N,N,L,C,M,4	11.88	0.0
717	x_B,N,N,L,C,L,0	1354.12	0.0
721	x_B,N,N,L,C,L,4	41.88	0.0
722	x_B,N,N,L,I,S,0	135.8	0.0
726	x_B,N,N,L,I,S,4	4.2	0.0
727	x_B,N,N,L,I,M,0	210.49	0.0
731	x_B,N,N,L,I,M,4	6.51	0.0
734	x_B,N,N,L,I,L,2	234.74	0.0
736	x_B,N,N,L,I,L,4	7.26	0.0
737	x_B,N,N,L,A,S,0	83.42	0.0
741	x_B,N,N,L,A,S,4	2.58	0.0
742	x_B,N,N,L,A,M,0	152.29	0.0
746	x_B,N,N,L,A,M,4	4.71	0.0
747	x_B,N,N,L,A,L,0	366.66	0.0
751	x_B,N,N,L,A,L,4	11.34	0.0
752	x_B,N,N,L,L,M,0	71.25	0.0
756	x_B,N,N,L,L,M,4	3.75	0.0
759	x_B,N,N,L,N,N,2	701.0	0.0
762	x_B,N,N,H,C,L,0	68.87	0.0
766	x_B,N,N,H,C,L,4	2.13	0.0
767	x_B,N,N,C,P,P,0	137.74	0.0
771	x_B,N,N,C,P,P,4	4.26	0.0
774	x_B,N,N,C,P,M,2	881.73	0.0
776	x_B,N,N,C,P,M,4	27.27	0.0
779	x_B,N,N,C,P,L,2	1229.96	0.0
781	x_B,N,N,C,P,L,4	38.04	0.0
782	x_B,N,N,C,D,S,0	81.48	0.0
786	x_B,N,N,C,D,S,4	2.52	0.0
787	x_B,N,N,C,D,P,0	74.69	0.0
791	x_B,N,N,C,D,P,4	2.31	0.0
792	x_B,N,N,C,D,M,0	523.8	0.0
796	x_B,N,N,C,D,M,4	16.2	0.0
797	x_B,N,N,C,D,L,0	1673.25	0.0
801	x_B,N,N,C,D,L,4	51.75	0.0
802	x_B,N,N,C,W,S,0	103.79	0.0
806	x_B,N,N,C,W,S,4	3.21	0.0
807	x_B,N,N,C,W,P,0	300.7	0.0
811	x_B,N,N,C,W,P,4	9.3	0.0
813	x_B,N,N,C,W,M,1	1614.08	0.0
816	x_B,N,N,C,W,M,4	49.92	0.0
818	x_B,N,N,C,W,L,1	4170.03	0.0
821	x_B,N,N,C,W,L,4	128.97	0.0
822	x_B,N,N,C,C,S,0	94.09	0.0
826	x_B,N,N,C,C,S,4	2.91	0.0
827	x_B,N,N,C,C,P,0	631.47	0.0
831	x_B,N,N,C,C,P,4	19.53	0.0
833	x_B,N,N,C,C,M,1	1312.41	0.0
836	x_B,N,N,C,C,M,4	40.59	0.0
837	x_B,N,N,C,C,L,0	3997.37	0.0
841	x_B,N,N,C,C,L,4	123.63	0.0
842	x_B,N,N,C,I,M,0	59.17	0.0
846	x_B,N,N,C,I,M,4	1.83	0.0
847	x_B,N,N,C,I,L,0	239.59	0.0
851	x_B,N,N,C,I,L,4	7.41	0.0
852	x_B,N,N,C,A,P,0	62.08	0.0
856	x_B,N,N,C,A,P,4	1.92	0.0
857	x_B,N,N,C,A,M,0	61.11	0.0
861	x_B,N,N,C,A,M,4	1.89	0.0
862	x_B,N,N,C,A,L,0	324.95	0.0
866	x_B,N,N,C,A,L,4	10.05	0.0
867	x_B,N,N,C,L,M,0	87.4	0.0
871	x_B,N,N,C,L,M,4	4.6	0.0
872	x_B,N,N,C,L,L,0	171.95	0.0
876	x_B,N,N,C,L,L,4	9.05	0.0
879	x_B,N,N,C,N,N,2	1279.0	0.0
884	x_B,N,N,R,P,L,2	112.52	0.0
886	x_B,N,N,R,P,L,4	3.48	0.0
887	x_B,N,N,R,D,L,0	74.69	0.0
891	x_B,N,N,R,D,L,4	2.31	0.0
892	x_B,N,N,R,W,P,0	65.96	0.0
896	x_B,N,N,R,W,P,4	2.04	0.0
897	x_B,N,N,R,W,M,0	282.27	0.0
901	x_B,N,N,R,W,M,4	8.73	0.0
902	x_B,N,N,R,W,L,0	914.71	0.0
906	x_B,N,N,R,W,L,4	28.29	0.0
907	x_B,N,N,R,C,M,0	344.35	0.0
911	x_B,N,N,R,C,M,4	10.65	0.0
914	x_B,N,N,R,C,L,2	1655.79	0.0
916	x_B,N,N,R,C,L,4	51.21	0.0
917	x_B,N,N,R,N,N,0	546.0	0.0
922	x_B,N,O,H,W,L,0	278.39	0.0
926	x_B,N,O,H,W,L,4	8.61	0.0
927	x_B,N,O,H,C,M,0	129.01	0.0
931	x_B,N,O,H,C,M,4	3.99	0.0
934	x_B,N,O,H,C,L,2	654.75	0.0
936	x_B,N,O,H,C,L,4	20.25	0.0
939	x_B,N,O,R,P,L,2	123.19	0.0
941	x_B,N,O,R,P,L,4	3.81	0.0
942	x_B,N,O,R,D,M,0	87.3	0.0
946	x_B,N,O,R,D,M,4	2.7	0.0
947	x_B,N,O,R,D,L,0	165.87	0.0
951	x_B,N,O,R,D,L,4	5.13	0.0
952	x_B,N,O,R,W,P,0	67.9	0.0
956	x_B,N,O,R,W,P,4	2.1	0.0
957	x_B,N,O,R,W,M,0	157.14	0.0
961	x_B,N,O,R,W,M,4	4.86	0.0
962	x_B,N,O,R,W,L,0	1297.86	0.0
966	x_B,N,O,R,W,L,4	40.14	0.0
967	x_B,N,O,R,C,M,0	373.45	0.0
971	x_B,N,O,R,C,M,4	11.55	0.0
973	x_B,N,O,R,C,L,1	2328.97	0.0
976	x_B,N,O,R,C,L,4	72.03	0.0
977	x_B,N,O,R,N,N,0	177.0	0.0
982	x_B,N,P,H,W,M,0	87.3	0.0
986	x_B,N,P,H,W,M,4	2.7	0.0
987	x_B,N,P,H,W,L,0	237.65	0.0
991	x_B,N,P,H,W,L,4	7.35	0.0
992	x_B,N,P,H,C,P,0	54.32	0.0
996	x_B,N,P,H,C,P,4	1.68	0.0
997	x_B,N,P,H,C,M,0	130.95	0.0
1001	x_B,N,P,H,C,M,4	4.05	0.0
1002	x_B,N,P,H,C,L,0	463.66	0.0
1006	x_B,N,P,H,C,L,4	14.34	0.0
1007	x_B,N,P,H,N,N,0	142.0	0.0
1012	x_B,N,P,C,C,L,0	75.66	0.0
1016	x_B,N,P,C,C,L,4	2.34	0.0
1019	x_B,N,P,R,P,L,2	74.69	0.0
1021	x_B,N,P,R,P,L,4	2.31	0.0
1022	x_B,N,P,R,D,L,0	63.05	0.0
1026	x_B,N,P,R,D,L,4	1.95	0.0
1027	x_B,N,P,R,W,P,0	60.14	0.0
1031	x_B,N,P,R,W,P,4	1.86	0.0
1032	x_B,N,P,R,W,M,0	213.4	0.0
1036	x_B,N,P,R,W,M,4	6.6	0.0
1038	x_B,N,P,R,W,L,1	719.74	0.0
1041	x_B,N,P,R,W,L,4	22.26	0.0
1042	x_B,N,P,R,C,P,0	69.84	0.0
1046	x_B,N,P,R,C,P,4	2.16	0.0
1049	x_B,N,P,R,C,M,2	313.31	0.0
1051	x_B,N,P,R,C,M,4	9.69	0.0
1052	x_B,N,P,R,C,L,0	1208.62	0.0
1056	x_B,N,P,R,C,L,4	37.38	0.0
1057	x_B,N,P,R,A,L,0	114.46	0.0
1061	x_B,N,P,R,A,L,4	3.54	0.0
1062	x_B,N,P,R,N,N,0	55.0	0.0
1069	x_B,N,S,H,W,S,2	208.55	0.0
1071	x_B,N,S,H,W,S,4	6.45	0.0
1072	x_B,N,S,H,W,P,0	109.61	0.0
1076	x_B,N,S,H,W,P,4	3.39	0.0
1077	x_B,N,S,H,W,M,0	199.82	0.0
1081	x_B,N,S,H,W,M,4	6.18	0.0
1083	x_B,N,S,H,W,L,1	944.78	0.0
1086	x_B,N,S,H,W,L,4	29.22	0.0
1087	x_B,N,S,H,C,S,0	105.73	0.0
1091	x_B,N,S,H,C,S,4	3.27	0.0
1092	x_B,N,S,H,C,P,0	63.05	0.0
1096	x_B,N,S,H,C,P,4	1.95	0.0
1097	x_B,N,S,H,C,M,0	284.21	0.0
1101	x_B,N,S,H,C,M,4	8.79	0.0
1103	x_B,N,S,H,C,L,1	1568.49	0.0
1106	x_B,N,S,H,C,L,4	48.51	0.0
1108	x_B,N,S,H,I,L,1	55.29	0.0
1111	x_B,N,S,H,I,L,4	1.71	0.0
1113	x_B,N,S,H,L,L,1	98.8	0.0
1116	x_B,N,S,H,L,L,4	5.2	0.0
1118	x_B,N,S,H,N,N,1	67.0	0.0
1125	x_B,N,S,R,P,P,3	54.32	0.0
1126	x_B,N,S,R,P,P,4	1.68	0.0
1129	x_B,N,S,R,P,L,2	625.65	0.0
1131	x_B,N,S,R,P,L,4	19.35	0.0
1133	x_B,N,S,R,D,S,1	64.02	0.0
1136	x_B,N,S,R,D,S,4	1.98	0.0
1138	x_B,N,S,R,D,P,1	77.6	0.0
1141	x_B,N,S,R,D,P,4	2.4	0.0
1143	x_B,N,S,R,D,M,1	204.67	0.0
1146	x_B,N,S,R,D,M,4	6.33	0.0
1147	x_B,N,S,R,D,L,0	480.15	0.0
1151	x_B,N,S,R,D,L,4	14.85	0.0
1154	x_B,N,S,R,W,S,2	528.65	0.0
1156	x_B,N,S,R,W,S,4	16.35	0.0
1159	x_B,N,S,R,W,P,2	637.29	0.0
1161	x_B,N,S,R,W,P,4	19.71	0.0
1163	x_B,N,S,R,W,M,1	776.97	0.0
1166	x_B,N,S,R,W,M,4	24.03	0.0
1168	x_B,N,S,R,W,L,1	4880.07	0.0
1171	x_B,N,S,R,W,L,4	150.93	0.0
1173	x_B,N,S,R,C,S,1	177.51	0.0
1176	x_B,N,S,R,C,S,4	5.49	0.0
1178	x_B,N,S,R,C,P,1	439.41	0.0
1181	x_B,N,S,R,C,P,4	13.59	0.0
1183	x_B,N,S,R,C,M,1	1791.59	0.0
1186	x_B,N,S,R,C,M,4	55.41	0.0
1189	x_B,N,S,R,C,L,2	8615.54	0.0
1191	x_B,N,S,R,C,L,4	266.46	0.0
1193	x_B,N,S,R,L,L,1	83.6	0.0
1196	x_B,N,S,R,L,L,4	4.4	0.0
1197	x_B,N,S,R,N,N,0	811.0	0.0
1203	x_U,R,N,L,C,L,1	145.5	0.0
1206	x_U,R,N,L,C,L,4	4.5	0.0
1208	x_U,R,N,H,W,L,1	101.85	0.0
1211	x_U,R,N,H,W,L,4	3.15	0.0
1214	x_U,R,N,H,C,L,2	185.27	0.0
1216	x_U,R,N,H,C,L,4	5.73	0.0
1218	x_U,R,N,C,W,L,1	108.64	0.0
1221	x_U,R,N,C,W,L,4	3.36	0.0
1223	x_U,R,N,C,C,L,1	108.64	0.0
1226	x_U,R,N,C,C,L,4	3.36	0.0
1228	x_U,R,N,R,C,L,1	212.43	0.0
1231	x_U,R,N,R,C,L,4	6.57	0.0
1233	x_U,R,O,H,C,L,1	49.47	0.0
1236	x_U,R,O,H,C,L,4	1.53	0.0
1238	x_U,R,O,R,C,L,1	99.91	0.0
1241	x_U,R,O,R,C,L,4	3.09	0.0
1243	x_U,R,P,H,W,L,1	110.58	0.0
1246	x_U,R,P,H,W,L,4	3.42	0.0
1248	x_U,R,P,H,C,L,1	304.58	0.0
1251	x_U,R,P,H,C,L,4	9.42	0.0
1253	x_U,R,P,R,W,S,1	56.26	0.0
1256	x_U,R,P,R,W,S,4	1.74	0.0
1258	x_U,R,P,R,W,P,1	57.23	0.0
1261	x_U,R,P,R,W,P,4	1.77	0.0
1262	x_U,R,P,R,W,L,0	391.88	0.0
1266	x_U,R,P,R,W,L,4	12.12	0.0
1267	x_U,R,P,R,C,M,0	72.75	0.0
1271	x_U,R,P,R,C,M,4	2.25	0.0
1272	x_U,R,P,R,C,L,0	934.11	0.0
1276	x_U,R,P,R,C,L,4	28.89	0.0
1277	x_U,N,N,H,W,S,0	53.35	0.0
1281	x_U,N,N,H,W,S,4	1.65	0.0
1282	x_U,N,N,H,W,L,0	73.72	0.0
1286	x_U,N,N,H,W,L,4	2.28	0.0
1287	x_U,N,N,H,C,L,0	149.38	0.0
1291	x_U,N,N,H,C,L,4	4.62	0.0
1292	x_U,N,N,R,W,L,0	113.49	0.0
1296	x_U,N,N,R,W,L,4	3.51	0.0
1297	x_U,N,N,R,C,L,0	238.62	0.0
1301	x_U,N,N,R,C,L,4	7.38	0.0
1302	x_U,N,N,R,N,N,0	63.0	0.0
1307	x_U,N,O,H,W,L,0	345.32	0.0
1311	x_U,N,O,H,W,L,4	10.68	0.0
1312	x_U,N,O,H,C,L,0	805.1	0.0
1316	x_U,N,O,H,C,L,4	24.9	0.0
1317	x_U,N,O,R,W,L,0	287.12	0.0
1321	x_U,N,O,R,W,L,4	8.88	0.0
1322	x_U,N,O,R,C,M,0	78.57	0.0
1326	x_U,N,O,R,C,M,4	2.43	0.0
1328	x_U,N,O,R,C,L,1	924.41	0.0
1331	x_U,N,O,R,C,L,4	28.59	0.0
1332	x_U,N,P,H,W,L,0	260.93	0.0
1336	x_U,N,P,H,W,L,4	8.07	0.0
1337	x_U,N,P,H,C,L,0	492.76	0.0
1341	x_U,N,P,H,C,L,4	15.24	0.0
1342	x_U,N,P,H,A,L,0	62.08	0.0
1346	x_U,N,P,H,A,L,4	1.92	0.0
1347	x_U,N,P,H,N,N,0	70.0	0.0
1353	x_U,N,P,R,W,L,1	491.79	0.0
1356	x_U,N,P,R,W,L,4	15.21	0.0
1357	x_U,N,P,R,C,S,0	54.32	0.0
1361	x_U,N,P,R,C,S,4	1.68	0.0
1362	x_U,N,P,R,C,M,0	59.17	0.0
1366	x_U,N,P,R,C,M,4	1.83	0.0
1367	x_U,N,P,R,C,L,0	977.76	0.0
