Strata ID	Layer 1	Layer 2	Layer 3	Layer 4	Layer 5	Layer 6	Total area (acres)	Methods for Implementation	
KNSRNN	K	N	S	R	N	N	3755	EA GS PB NG 	
KNSRPL	K	N	S	R	P	L	9927	EA GS PB NG 	
KNSRPM	K	N	S	R	P	M	10195	EA GS PB NG 	
KNSRPP	K	N	S	R	P	P	4910	EA GS PB NG 	
KNSRPS	K	N	S	R	P	S	462	EA GS PB NG 	
KNSRWL	K	N	S	R	W	L	11269	EA GS PB NG 	
KNSRWM	K	N	S	R	W	M	7199	EA GS PB NG 	
KNSRWP	K	N	S	R	W	P	1689	EA GS PB NG 	
KNSRWS	K	N	S	R	W	S	435	EA GS PB NG 	
KRNCAL	K	R	N	C	A	L	1324	EA GS PB NG 	
KRNCAM	K	R	N	C	A	M	509	EA GS PB NG 	
KRNCAP	K	R	N	C	A	P	101	EA GS PB NG 	
KRNCAS	K	R	N	C	A	S	117	EA GS PB NG 	
KRNCCL	K	R	N	C	C	L	1620	EA GS PB NG 	
KRNCCM	K	R	N	C	C	M	539	EA GS PB NG 	
KRNCCP	K	R	N	C	C	P	60	EA GS PB NG 	
KRNCDL	K	R	N	C	D	L	1326	EA GS PB NG 	
KRNCDM	K	R	N	C	D	M	489	EA GS PB NG 	
KRNCDP	K	R	N	C	D	P	72	EA GS PB NG 	
KRNCIL	K	R	N	C	I	L	3099	EA GS PB NG 	
KRNCIM	K	R	N	C	I	M	1841	EA GS PB NG 	
KRNCIP	K	R	N	C	I	P	319	EA GS PB NG 	
KRNCIS	K	R	N	C	I	S	205	EA GS PB NG 	
KRNCLL	K	R	N	C	L	L	293	EA GS PB NG 	
KRNCLM	K	R	N	C	L	M	356	EA GS PB NG 	
KRNCNN	K	R	N	C	N	N	5982	EA GS PB NG 	
KRNCPL	K	R	N	C	P	L	2882	EA GS PB NG 	
KRNCPM	K	R	N	C	P	M	3086	EA GS PB NG 	
KRNCPP	K	R	N	C	P	P	544	EA GS PB NG 	
KRNCWL	K	R	N	C	W	L	2857	EA GS PB NG 	
KRNCWM	K	R	N	C	W	M	2219	EA GS PB NG 	
KRNCWP	K	R	N	C	W	P	306	EA GS PB NG 	
KRNCWS	K	R	N	C	W	S	131	EA GS PB NG 	
KRNHCL	K	R	N	H	C	L	113	EA GS PB NG 	
KRNHWL	K	R	N	H	W	L	61	EA GS PB NG 	
KRNLAL	K	R	N	L	A	L	2798	EA GS PB NG 	
KRNLAM	K	R	N	L	A	M	833	EA GS PB NG 	
KRNLAP	K	R	N	L	A	P	242	EA GS PB NG 	
KRNLAS	K	R	N	L	A	S	71	EA GS PB NG 	
KRNLCL	K	R	N	L	C	L	2608	EA GS PB NG 	
KRNLCM	K	R	N	L	C	M	1081	EA GS PB NG 	
KRNLCP	K	R	N	L	C	P	101	EA GS PB NG 	
KRNLDL	K	R	N	L	D	L	176	EA GS PB NG 	
KRNLDM	K	R	N	L	D	M	160	EA GS PB NG 	
KRNLIL	K	R	N	L	I	L	3337	EA GS PB NG 	
KRNLIM	K	R	N	L	I	M	1966	EA GS PB NG 	
KRNLIP	K	R	N	L	I	P	353	EA GS PB NG 	
KRNLIS	K	R	N	L	I	S	284	EA GS PB NG 	
KRNLLL	K	R	N	L	L	L	498	EA GS PB NG 	
KRNLLM	K	R	N	L	L	M	651	EA GS PB NG 	
KRNLLP	K	R	N	L	L	P	123	EA GS PB NG 	
KRNLNN	K	R	N	L	N	N	1361	EA GS PB NG 	
KRNLPL	K	R	N	L	P	L	206	EA GS PB NG 	
KRNLPM	K	R	N	L	P	M	1047	EA GS PB NG 	
KRNLPP	K	R	N	L	P	P	66	EA GS PB NG 	
KRNLWL	K	R	N	L	W	L	3758	EA GS PB NG 	
KRNLWM	K	R	N	L	W	M	2193	EA GS PB NG 	
KRNLWP	K	R	N	L	W	P	469	EA GS PB NG 	
KRNLWS	K	R	N	L	W	S	95	EA GS PB NG 	
KRNRAL	K	R	N	R	A	L	253	EA GS PB NG 	
KRNRAM	K	R	N	R	A	M	121	EA GS PB NG 	
KRNRCL	K	R	N	R	C	L	292	EA GS PB NG 	
KRNRCM	K	R	N	R	C	M	112	EA GS PB NG 	
KRNRDL	K	R	N	R	D	L	1749	EA GS PB NG 	
KRNRDM	K	R	N	R	D	M	1040	EA GS PB NG 	
KRNRDP	K	R	N	R	D	P	85	EA GS PB NG 	
KRNRDS	K	R	N	R	D	S	58	EA GS PB NG 	
