fly_id	fly_description	fly_type	fly_multiplier	lowerbound	lowerbound_perunit_penalty	upperbound	upperbound_perunit_penalty	parameter_index	static_identifiers	dynamic_identifiers	original_dynamic_identifiers	fly_value	
81	set constraint 81 - layer4 H - silviculture method NG_R - time period 1	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 NG_R;7 1	NoIdentifier	NoIdentifier	0.0	
82	set constraint 82 - layer4 H - silviculture method NG_R - time period 2	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 NG_R;7 2	NoIdentifier	NoIdentifier	307.28510000000006	
83	set constraint 83 - layer4 H - silviculture method NG_R - time period 3	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 NG_R;7 3	NoIdentifier	NoIdentifier	328.5775298000001	
84	set constraint 84 - layer4 H - silviculture method NG_R - time period 4	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 NG_R;7 4	NoIdentifier	NoIdentifier	349.82737474040005	
85	set constraint 85 - layer4 H - silviculture method NG_R - time period 5	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 NG_R;7 5	NoIdentifier	NoIdentifier	371.03471999091914	
86	set constraint 86 - layer4 H - silviculture method PB_R - time period 1	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 PB_R;7 1	NoIdentifier	NoIdentifier	0.0	
87	set constraint 87 - layer4 H - silviculture method PB_R - time period 2	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 PB_R;7 2	NoIdentifier	NoIdentifier	0.0	
88	set constraint 88 - layer4 H - silviculture method PB_R - time period 3	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 PB_R;7 3	NoIdentifier	NoIdentifier	0.0	
89	set constraint 89 - layer4 H - silviculture method PB_R - time period 4	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 PB_R;7 4	NoIdentifier	NoIdentifier	0.0	
90	set constraint 90 - layer4 H - silviculture method PB_R - time period 5	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 PB_R;7 5	NoIdentifier	NoIdentifier	0.0	
91	set constraint 91 - layer4 H - silviculture method GS_R - time period 1	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 GS_R;7 1	NoIdentifier	NoIdentifier	0.0	
92	set constraint 92 - layer4 H - silviculture method GS_R - time period 2	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 GS_R;7 2	NoIdentifier	NoIdentifier	0.0	
93	set constraint 93 - layer4 H - silviculture method GS_R - time period 3	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 GS_R;7 3	NoIdentifier	NoIdentifier	0.0	
94	set constraint 94 - layer4 H - silviculture method GS_R - time period 4	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 GS_R;7 4	NoIdentifier	NoIdentifier	0.0	
95	set constraint 95 - layer4 H - silviculture method GS_R - time period 5	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 GS_R;7 5	NoIdentifier	NoIdentifier	0.0	
96	set constraint 96 - layer4 H - silviculture method EA_R - time period 1	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 EA_R;7 1	NoIdentifier	NoIdentifier	0.0	
97	set constraint 97 - layer4 H - silviculture method EA_R - time period 2	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 EA_R;7 2	NoIdentifier	NoIdentifier	0.0	
98	set constraint 98 - layer4 H - silviculture method EA_R - time period 3	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 EA_R;7 3	NoIdentifier	NoIdentifier	0.0	
99	set constraint 99 - layer4 H - silviculture method EA_R - time period 4	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 EA_R;7 4	NoIdentifier	NoIdentifier	0.0	
100	set constraint 100 - layer4 H - silviculture method EA_R - time period 5	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 EA_R;7 5	NoIdentifier	NoIdentifier	0.0	
101	set constraint 101 - layer4 C - silviculture method NG_E - time period 1	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 C;4 P D W C I A L N;5 S P M L N;6 NG_E;7 1	NoIdentifier	NoIdentifier	4294.95	
102	set constraint 102 - layer4 C - silviculture method NG_E - time period 2	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 C;4 P D W C I A L N;5 S P M L N;6 NG_E;7 2	NoIdentifier	NoIdentifier	4286.3601	
103	set constraint 103 - layer4 C - silviculture method NG_E - time period 3	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 C;4 P D W C I A L N;5 S P M L N;6 NG_E;7 3	NoIdentifier	NoIdentifier	4277.7873798	
104	set constraint 104 - layer4 C - silviculture method NG_E - time period 4	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 C;4 P D W C I A L N;5 S P M L N;6 NG_E;7 4	NoIdentifier	NoIdentifier	4269.2318050404	
105	set constraint 105 - layer4 C - silviculture method NG_E - time period 5	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 C;4 P D W C I A L N;5 S P M L N;6 NG_E;7 5	NoIdentifier	NoIdentifier	4260.693341430319	
